phase,temperature_K,pressure_Pa,density_kg_m3,gibbs_J_mol,cp_J_mol_K,region_status,source_model,note
vapor,288.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,289.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,290.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,291.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,292.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,293.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,294.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,295.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,296.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,297.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,298.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,299.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,300.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,301.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,302.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,303.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,304.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,305.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,306.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,307.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,308.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,309.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,310.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,311.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,312.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,313.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,314.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,315.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,316.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,317.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,318.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,319.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,320.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,321.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,322.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,323.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,324.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,325.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,326.0,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,326.4066776778635,101325.0,,,,unsupported-no-mechanically-stable-root,IAPWS R6-95(2018),At 1 atm the low-density root is absent or at the vapor spinodal; the low-temperature ideal-gas extension does not change this.
vapor,327.0,101325.0,0.7674680116256969,4725.719076047554,1121.38613478632,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,328.0,101325.0,0.7419404660500659,4605.193165706959,580.8002604123737,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,329.0,101325.0,0.726788100332351,4482.823275439195,398.60438490919466,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,330.0,101325.0,0.7158797396210865,4359.221652863377,300.9343052685599,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,331.0,101325.0,0.7073529552841953,4234.699277911527,238.97309677670256,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,332.0,101325.0,0.700355513112691,4109.450153676437,196.05950609308985,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,333.0,101325.0,0.6944182883386629,3983.607570427892,164.70819576070488,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,334.0,101325.0,0.6892533986250728,3857.2684387212175,140.9755984204606,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,335.0,101325.0,0.6846710168468306,3730.505877581034,122.55370337815631,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,336.0,101325.0,0.6805394346106839,3603.3765064320332,107.98689946234565,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,337.0,101325.0,0.6767637541627316,3475.9250141061807,96.30459489981297,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,338.0,101325.0,0.673273596994417,3348.1871916492964,86.83127068928975,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,339.0,101325.0,0.6700155733624877,3220.1920358624243,79.08063869265881,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,340.0,101325.0,0.6669484416968929,3091.9632593048013,72.69304135425891,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,341.0,101325.0,0.6640398727630304,2963.520404307162,67.39657752630093,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,342.0,101325.0,0.6612642150850119,2834.8796832167636,62.9819603544218,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,343.0,101325.0,0.658600909049183,2706.0546237029043,59.28568652400831,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,344.0,101325.0,0.6560333349672497,2577.0565717812947,56.178431447965934,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,345.0,101325.0,0.653547959602637,2447.89508880342,53.55684044388905,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,346.0,101325.0,0.6511336929775094,2318.578268013846,51.33759124946007,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,347.0,101325.0,0.6487813964941382,2189.1129891706946,49.453014820273204,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,348.0,101325.0,0.6464835019825431,2059.505124854443,47.84780968132321,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,349.0,101325.0,0.6442337134117836,1929.7597086759286,46.47653939787603,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,350.0,101325.0,0.6420267711027817,1799.8810731502388,45.3017011472653,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,351.0,101325.0,0.6398582638084203,1669.8729632262427,44.2922176450686,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,352.0,101325.0,0.6377244778697838,1539.7386301368724,43.42224755974106,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,353.0,101325.0,0.6356222753796982,1409.4809092505625,42.67023872310274,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,354.0,101325.0,0.6335489952411706,1279.102284843991,42.018168651339586,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,355.0,101325.0,0.6315023724374891,1148.604944137177,41.45093112269426,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,356.0,101325.0,0.629480471888121,1017.990822476942,40.955837736932565,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,357.0,101325.0,0.627481634056972,887.2616411992943,40.52221076766896,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,358.0,101325.0,0.6255044300802883,756.4189394178238,40.141049050667675,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,359.0,101325.0,0.6235476246417042,625.4641007596493,39.804752696794345,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,360.0,101325.0,0.6216101451779396,494.39837588900116,39.50689546684805,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,361.0,101325.0,0.6196910562764597,363.22290151089123,39.24203596801885,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,362.0,101325.0,0.6177895383449258,231.9387164287487,39.00556061915734,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,363.0,101325.0,0.6159048698053928,100.54677513164715,38.79355272065205,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,364.0,101325.0,0.6140364122042515,-30.95204069329106,38.60268305283659,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,365.0,101325.0,0.6121835977396388,-162.55691239287222,38.43011828628743,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,366.0,101325.0,0.610345918797299,-294.2670760491231,38.273444171100365,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,367.0,101325.0,0.6085229191581806,-426.08181541915036,38.130601019749086,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,368.0,101325.0,0.6067141865998593,-558.0004559203983,37.99982943917147,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,369.0,101325.0,0.6049193466618842,-690.0223594995141,37.87962462490533,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,370.0,101325.0,0.6031380573844596,-822.1469202481056,37.7686978207413,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,371.0,101325.0,0.6013700048621773,-954.3735606515746,37.66594378488783,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,372.0,101325.0,0.5996148994811147,-1086.7017283739126,37.57041329850614,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,373.0,101325.0,0.5978724727295798,-1219.1308934976914,37.48128991288553,metastable-source-formulation-derived-caution,IAPWS R6-95(2018),"Subcooled vapor. IAPWS reports no experimental data, recommends its Helmholtz equation only close to saturation, and points to an alternative gas equation farther away."
vapor,373.12429584768444,101325.0,0.5976567696510956,-1235.5983203617782,37.470624020821795,phase-boundary,IAPWS R6-95(2018),IAPWS-95 vapor root at liquid-vapor coexistence.
vapor,374.0,101325.0,0.5961424744909466,-1351.6605461502916,37.39787026398759,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,375.0,101325.0,0.5944246707420985,-1484.2901944585813,37.319547392763546,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,376.0,101325.0,0.5927188415934899,-1617.019362783168,37.24579660068424,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,377.0,101325.0,0.5910247796172479,-1749.8475901906231,37.17616344565056,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,378.0,101325.0,0.589342288418392,-1882.7744291286824,37.11025354657335,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,379.0,101325.0,0.5876711814114758,-2015.7994442748118,37.04772391761625,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,380.0,101325.0,0.5860112807709867,-2148.9222115326234,36.988275597175154,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,381.0,101325.0,0.5843624165288812,-2282.14231715519,36.93164737358614,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,382.0,101325.0,0.5827244257968497,-2415.4593569767067,36.8776104405166,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,383.0,101325.0,0.5810971520944426,-2548.8729357372144,36.825963840993786,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,384.0,101325.0,0.5794804447671495,-2682.38266648739,36.77653058087974,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,385.0,101325.0,0.5778741584810099,-2815.988170061751,36.729154310993316,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,386.0,101325.0,0.576278152782419,-2949.689074611428,36.68369649257095,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,387.0,101325.0,0.5746922917135545,-3083.485015187858,36.64003397381705,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,388.0,101325.0,0.5731164434753162,-3217.3756333704728,36.59805691631468,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,389.0,101325.0,0.5715504801309227,-3351.3605769328196,36.5576670193718,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,390.0,101325.0,0.5699942773443462,-3485.439499541801,36.51877599824132,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,391.0,101325.0,0.5684477141486628,-3619.612060485573,36.48130427880348,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,392.0,101325.0,0.5669106727401231,-3753.8779244267466,36.445179876925266,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,393.0,101325.0,0.565383038294393,-3888.2367611773316,36.41033743547718,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,394.0,101325.0,0.5638646988019349,-4022.6882454930446,36.376717396025015,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,395.0,101325.0,0.5623555449199531,-4157.232056884215,36.34426528563702,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,396.0,101325.0,0.560855469838707,-4291.86787944173,36.312931102151154,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,397.0,101325.0,0.5593643691603177,-4426.595401675938,36.28266878371182,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,398.0,101325.0,0.5578821407884634,-4561.414316367045,36.253435750479,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,399.0,101325.0,0.5564086848275955,-4696.324320426014,36.22519250819186,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,400.0,101325.0,0.5549439034904986,-4831.325114764275,36.19790230478073,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,401.0,101325.0,0.5534877010131888,-4966.416404171875,36.17153083250911,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,402.0,101325.0,0.5520399835762808,-5101.597897202872,36.146045969221355,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,403.0,101325.0,0.550600659232082,-5236.869306067199,36.12141755320515,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,404.0,101325.0,0.5491696378367683,-5372.2303465286,36.09761718697178,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,405.0,101325.0,0.5477468309870871,-5507.680737808001,36.074618065934914,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,406.0,101325.0,0.5463321519611077,-5643.220202491544,36.05239482854615,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,407.0,101325.0,0.5449255156626012,-5778.84846644331,36.03092342493841,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,408.0,101325.0,0.5435268385686886,-5914.565258722032,36.010181001549064,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,409.0,101325.0,0.5421360386804407,-6050.370311501478,35.99014579955456,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,410.0,101325.0,0.5407530354761575,-6186.263359994604,35.970797065254516,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,411.0,101325.0,0.5393777498670798,-6322.244142380425,35.95211497080722,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,412.0,101325.0,0.5380101041553284,-6458.312399734277,35.93408054394188,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,413.0,101325.0,0.5366500219938809,-6594.46787596058,35.91667560546617,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,414.0,101325.0,0.5352974283484208,-6730.71031772829,35.89988271355178,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,415.0,101325.0,0.5339522494609171,-6867.039474408691,35.883685113922205,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,416.0,101325.0,0.5326144128148034,-7003.4550980156155,35.868066695187366,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,417.0,101325.0,0.5312838471016387,-7139.956943147391,35.853011948673995,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,418.0,101325.0,0.5299604821891538,-7276.544766931363,35.83850593218957,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,419.0,101325.0,0.5286442490905845,-7413.218328969634,35.824534237233436,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,420.0,101325.0,0.5273350799352124,-7549.977391287316,35.81108295923566,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,421.0,101325.0,0.5260329079400384,-7686.821718281883,35.79813867045917,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,422.0,101325.0,0.5247376673825205,-7823.751076674342,35.785688395250475,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,423.0,101325.0,0.523449293574313,-7960.765235462148,35.773719587365356,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,424.0,101325.0,0.5221677228359572,-8097.863965873198,35.762220109132066,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,425.0,101325.0,0.5208928924724628,-8235.047041321584,35.751178212245804,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,426.0,101325.0,0.5196247407497426,-8372.314237364386,35.74058252001462,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,427.0,101325.0,0.5183632068718511,-8509.665331659933,35.730422010900305,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,428.0,101325.0,0.5171082309589904,-8647.100103927201,35.720686003217395,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,429.0,101325.0,0.5158597540262448,-8784.618335906414,35.71136414087116,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
